"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSMedication","EHDSMedication","","","",0,*,"","","","null {[]} {[]}
"EHDSMedication.item.ingredient.strengthInfo.strengthSubstance","EHDSMedication.item.ingredient.strengthInfo.strengthSubstance","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Substance that the strength refers to, if different from the main substance","Substance that the strength refers to, if different from the main substance","Added (eHN guidelines A.1.4.4.1 'in addition reference strength could be provided')","","","","","","","","",,"preferred","EMA SPOR SMS","","",,,,"EHDSMedication.item.ingredient.strengthInfo.strengthSubstance",0,1,"",""
"EHDSMedication.item.unitOfPresentation","EHDSMedication.item.unitOfPresentation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Unit of presentation for the manufactured item (tablet, vial, tube). Typically, the smallest countable object in the package.","Unit of presentation for the manufactured item (tablet, vial, tube). Typically, the smallest countable object in the package.","No change","","","","","","","","",,"preferred","EDQM Standard Terms","","",,,,"EHDSMedication.item.unitOfPresentation",0,1,"",""
"EHDSMedication.item.containedQuantity","EHDSMedication.item.containedQuantity","","","",0,1,"","","","Ratio {[]} {[]}
","Manufactured item quantity for liquids (3ml / 1 vial)","Manufactured item quantity for liquids (3ml / 1 vial)","Added (eHN guidelines A.1.4.9 mention layered structure for describing a package)","","","","","","","","",,,,,"",,,,"EHDSMedication.item.containedQuantity",0,1,"",""
"EHDSMedication.item.amount","EHDSMedication.item.amount","","","",0,1,"","","","Quantity {[]} {[]}
","Number of such manufactured items in this product (5 vials)","Number of such manufactured items in this product (5 vials)","Added (eHN guidelines A.1.4.9 mention layered structure for describing a package)","","","","","","","","",,"preferred","UCUM for units of measure. EDQM Standard Terms for units of presentation.","","",,,,"EHDSMedication.item.amount",0,1,"",""
"EHDSMedication.item.packageType","EHDSMedication.item.packageType","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Type of package of the medication item","Type of package of the medication item","Added (eHN guidelines A.1.4.8 Package type)","","","","","","","","",,"preferred","EDQM Standard Terms for packaging.","","",,,,"EHDSMedication.item.packageType",0,1,"",""
"EHDSMedication.device","EHDSMedication.device","","","",0,*,"","","","Base {[]} {[]}
","Administration device included in the product","Administration device included in the product","","","","","","","","","",,,,,"",,,,"EHDSMedication.device",0,*,"",""
"EHDSMedication.device.deviceQuantity","EHDSMedication.device.deviceQuantity","","","",1,1,"","","","Quantity {[]} {[]}
","Number of such devices","Number of such devices","","","","","","","","","",,,,,"",,,,"EHDSMedication.device.deviceQuantity",1,1,"",""
"EHDSMedication.device.device[x]","EHDSMedication.device.device[x]","","","",1,1,"","","","CodeableConcept {[]} {[]}
Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSDevice]]}","Device coded","Device coded","Added","","","","","","","","",,,,,"",,,,"EHDSMedication.device.device[x]",1,1,"",""
"EHDSMedication.characteristic","EHDSMedication.characteristic","","","",0,*,"","","","Base {[]} {[]}
","Other features of the product","Other features of the product","Added for any other information. Currently missing from the model A.1.4.8 Package type (unit of presentation sometimes providing this info)","","","","","","","","",,,,,"",,,,"EHDSMedication.characteristic",0,*,"",""
"EHDSMedication.characteristic.type","EHDSMedication.characteristic.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","A code expressing the type of characteristic","A code expressing the type of characteristic","","","","","","","","","",,,,,"",,,,"EHDSMedication.characteristic.type",1,1,"",""
"EHDSMedication.characteristic.value","EHDSMedication.characteristic.value","","","",0,1,"","","","Element {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/ANY]]} {[]}
","Description of the characteristic","Description of the characteristic","","","","","","","","","",,,,,"",,,,"EHDSMedication.characteristic.value",0,1,"",""
"EHDSMedication.additionalProductInformation","EHDSMedication.additionalProductInformation","","","",0,1,"","","","Base {[]} {[]}
","Additional information about product - for example, a reference to a product catalogue","Additional information about product - for example, a reference to a product catalogue","Added","","","","","","","","",,,,,"",,,,"EHDSMedication.additionalProductInformation",0,1,"",""
