"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"EHDSAdvanceDirective","EHDSAdvanceDirective.category","EHDSAdvanceDirective.category","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Categories of Directives related to decisions prior and after death","Categories of Directives related to decisions prior and after death","Examples:
Intubation,
Tube Feedings,
Life Support,
Cardiopulmonary resuscitation,
Antibiotics,
Resuscitation,
Artificial respiration,
Administration of medication,
Transfusion,
Transfer of care to hospital,
Dialysis procedure,
Negative declaration,
Organ donation,
Body donation,
Intravenous infusion","ISO IPS","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSAdvanceDirective.category",0,*,"",""
"EHDSAdvanceDirective","EHDSAdvanceDirective.narrative","EHDSAdvanceDirective.narrative","","","",0,1,"","","","string {[]} {[]}
","Textual description of the directive","Textual description of the directive","","eHN PS and HDR Guidelines, MyHealth@EU, ISO IPS","","","","","","","",,,,,"",,,,"EHDSAdvanceDirective.narrative",0,1,"",""
"EHDSAdvanceDirective","EHDSAdvanceDirective.effectivePeriod","EHDSAdvanceDirective.effectivePeriod","","","",0,1,"","","","Period {[]} {[]}
","Time period during which the directive is effective","Time period during which the directive is effective","","eHN HDR Guideline, ISO IPS","","","","","","","",,,,,"",,,,"EHDSAdvanceDirective.effectivePeriod",0,1,"",""
"EHDSAdvanceDirective","EHDSAdvanceDirective.authorisingEntity[x]","EHDSAdvanceDirective.authorisingEntity[x]","","","",0,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatient {[]} {[]}
http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSRelatedPerson {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation {[]} {[]}","Person or organisation that authorizes the directive","Person or organisation that authorizes the directive","","ISO IPS","","","","","","","",,,,,"",,,,"EHDSAdvanceDirective.authorisingEntity[x]",0,1,"",""
"EHDSAdvanceDirective","EHDSAdvanceDirective.relatedConditions[x]","EHDSAdvanceDirective.relatedConditions[x]","","","",0,*,"","","","CodeableConcept {[]} {[]}
","The problem or disorder to which the living will applies. Multiple fields could be provided.","The problem or disorder to which the living will applies. Multiple fields could be provided.","","ISO IPS","","","","","","","",,"preferred","ICD-10, SNOMED CT, Orphacode","","",,,,"EHDSAdvanceDirective.relatedConditions[x]",0,*,"",""
"EHDSAdvanceDirective","EHDSAdvanceDirective.advanceDirectiveDocument","EHDSAdvanceDirective.advanceDirectiveDocument","","","",0,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAttachment {[]} {[]}
","Scanned source document with the living will and the patient's signature, such as a PDF.","Scanned source document with the living will and the patient's signature, such as a PDF.","","eHN HDR Guideline, ISO IPS","","","","","","","",,,,,"",,,,"EHDSAdvanceDirective.advanceDirectiveDocument",0,1,"",""
"EHDSAlert","EHDSAlert","EHDSAlert","","","",0,*,"","","","null {[]} {[]}
","Alert model","A statement higlighting a fact about the patient that requires clinical attention to ensure safety and prevent adverse outcomes.
Example 1: intolerance to aspirin due to gastrointestinal bleeding.
Example 2: intolerance to captopril because of cough (the patient is not allergic but can't tolerate it because of persistent cough)
Example 3: the patient has a rare disease that requires special treatment
Example 4: Airway Alert / Difficult Intubation
Example 5: Diagnoses such as malignant hyperthermia, porphyria, and bleeding disorders; special treatments like anticoagulants or immunosuppressants; implanted devices.
Example 6: transplanted organs illustrate other information that has to be taken into account in a healthcare contact.
Example 7: participation in a clinical trial that has to be taken into account in a healthcare contact.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EHDSAlert","EHDSAlert.header","EHDSAlert.header","","","",1,1,"","","","Base {[]} {[]}
","Common header for all patient-related data","Common header for all patient-related data","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header",1,1,"",""
"EHDSAlert","EHDSAlert.header.subject","EHDSAlert.header.subject","","","",1,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatient {[]} {[]}
","Patient/subject information","Patient/subject information","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.subject",1,1,"",""
"EHDSAlert","EHDSAlert.header.identifier","EHDSAlert.header.identifier","","","",0,*,"","","","Identifier {[]} {[]}
","Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries).","Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries).","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.identifier",0,*,"",""
"EHDSAlert","EHDSAlert.header.authorship","EHDSAlert.header.authorship","","","",1,*,"","","","Base {[]} {[]}
","Resource authoring details. Multiple authors can be provided.","Resource authoring details. Multiple authors can be provided.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.authorship",1,*,"",""
"EHDSAlert","EHDSAlert.header.authorship.author[x]","EHDSAlert.header.authorship.author[x]","","","",0,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional {[]} {[]}
http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDevice {[]} {[]}","The author of the alert statement, i.e. the setter of the alert.","Author and/or responsible for the resource. More specific models should define this more concretely.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.authorship.author[x]",0,1,"",""
"EHDSAlert","EHDSAlert.header.authorship.datetime","EHDSAlert.header.authorship.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","Date and time of authoring/issuing","Date and time of authoring/issuing","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.authorship.datetime",1,1,"",""
"EHDSAlert","EHDSAlert.header.status","EHDSAlert.header.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Current status of the alert, indicates whether this alert is active and needs to be displayed to a user, or whether it is no longer needed or was entered in error.","Status of the resource or document","","","","","","","","","",,"preferred","hl7:Flag-status","","",,,,"EHDSDataSet.header.status",1,1,"",""
"EHDSAlert","EHDSAlert.header.language","EHDSAlert.header.language","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Language in which the resource is written. Language is expressed by the IETF language tag.","Language in which the resource is written. Language is expressed by the IETF language tag.","","","","","","","","","",,"preferred","BCP 47","","",,,,"EHDSDataSet.header.language",0,1,"",""
"EHDSAlert","EHDSAlert.code","EHDSAlert.code","","","",0,1,"","","","CodeableConcept {[]} {[]}
","A coded representation of the alert.","A coded representation of the alert.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSAlert.code",0,1,"",""
"EHDSAlert","EHDSAlert.description","EHDSAlert.description","","","",0,1,"","","","string {[]} {[]}
","Narrative representation of the alert.","Narrative representation of the alert.","","","","","","","","","",,,,,"",,,,"EHDSAlert.description",0,1,"",""
"EHDSAlert","EHDSAlert.priority","EHDSAlert.priority","","","",0,1,"","","","CodeableConcept {[]} {[]}
","A code that identifies the priority of the alert.","A code that identifies the priority of the alert.","","","","","","","","","",,"preferred","hl7:Flag-priority-code","","",,,,"EHDSAlert.priority",0,1,"",""
"EHDSAlert","EHDSAlert.period","EHDSAlert.period","","","",0,1,"","","","Period {[]} {[]}
","Time period when alert is active. The period of time from the activation of the alert to inactivation of the alert. If the alert is active, the end of the period should be unspecified.","Time period when alert is active. The period of time from the activation of the alert to inactivation of the alert. If the alert is active, the end of the period should be unspecified.","","","","","","","","","",,,,,"",,,,"EHDSAlert.period",0,1,"",""
"EHDSAlert","EHDSAlert.sourceReference","EHDSAlert.sourceReference","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","A reference to the resource the alert is about.","A reference to the resource the alert is about.","","","","","","","","","",,,,,"",,,,"EHDSAlert.sourceReference",0,*,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance","EHDSAllergyIntolerance","","","",0,*,"","","","null {[]} {[]}
","Allergy intolerance model","EHDS refined base model for allergy/intolerance","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.header","EHDSAllergyIntolerance.header","","","",1,1,"","","","Base {[]} {[]}
","Common header for all patient-related data","Common header for all patient-related data","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header",1,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.header.subject","EHDSAllergyIntolerance.header.subject","","","",1,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatient {[]} {[]}
","Patient/subject information","Patient/subject information","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.subject",1,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.header.identifier","EHDSAllergyIntolerance.header.identifier","","","",0,*,"","","","Identifier {[]} {[]}
","Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries).","Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries).","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.identifier",0,*,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.header.authorship","EHDSAllergyIntolerance.header.authorship","","","",1,*,"","","","Base {[]} {[]}
","Resource authoring details. Multiple authors can be provided.","Resource authoring details. Multiple authors can be provided.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.authorship",1,*,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.header.authorship.author[x]","EHDSAllergyIntolerance.header.authorship.author[x]","","","",0,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional {[]} {[]}
http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDevice {[]} {[]}","Author and/or responsible for the resource. More specific models should define this more concretely.","Author and/or responsible for the resource. More specific models should define this more concretely.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.authorship.author[x]",0,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.header.authorship.datetime","EHDSAllergyIntolerance.header.authorship.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","Date and time of authoring/issuing","Date and time of authoring/issuing","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.authorship.datetime",1,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.header.status","EHDSAllergyIntolerance.header.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Current status of the allergy or intolerance, for example, whether it is active, in remission, resolved, etc.","Status of the resource or document","","eHN PS Guideline, MyHealth@EU, ISO IPS","","","","","","","",,"preferred","HL7 allergy intolerance status","","",,,,"EHDSDataSet.header.status",1,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.header.language","EHDSAllergyIntolerance.header.language","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Language in which the resource is written. Language is expressed by the IETF language tag.","Language in which the resource is written. Language is expressed by the IETF language tag.","","","","","","","","","",,"preferred","BCP 47","","",,,,"EHDSDataSet.header.language",0,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.agentOrAllergen","EHDSAllergyIntolerance.agentOrAllergen","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code that identifies the allergy or intolerance","Code for an allergy or intolerance statement (either a positive or a negated/excluded statement). This may be a code for a substance or pharmaceutical product that is considered to be responsible for the adverse reaction risk (e.g., ""Latex""), an allergy or intolerance condition (e.g., ""Latex allergy""), or a negated/excluded code for a specific substance or class (e.g., ""No latex allergy"")
  It must be clinically safe to only process the 'code' and ignore the 'reaction.substance'.","","eHN PS Guideline, MyHealth@EU, ISO IPS","","","","","","","",,"preferred","ATC, EMA SPOR SMS, SNOMED CT","","",,,,"EHDSAllergyIntolerance.agentOrAllergen",1,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.note","EHDSAllergyIntolerance.note","","","",0,1,"","","","string {[]} {[]}
","Additional information about the allergy or intolerance","Additional information about the allergy or intolerance","","eHN PS Guideline, ISO IPS","","","","","","","",,,,,"",,,,"EHDSAllergyIntolerance.note",0,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.criticality","EHDSAllergyIntolerance.criticality","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.","Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.","","eHN PS Guideline, MyHealth@EU, ISO IPS","","","","","","","",,"preferred","HL7 allergy intolerance criticality","","",,,,"EHDSAllergyIntolerance.criticality",0,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.certainty","EHDSAllergyIntolerance.certainty","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Assertion about the certainty associated with a propensity, or potential risk, of a reaction to the identified substance. Diagnostic and /or clinical evidence of condition","Assertion about the certainty associated with a propensity, or potential risk, of a reaction to the identified substance. Diagnostic and /or clinical evidence of condition","","eHN PS Guideline, MyHealth@EU, ISO IPS","","","","","","","",,"preferred","HL7 allergy intolerance verification","","",,,,"EHDSAllergyIntolerance.certainty",0,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.onsetDate","EHDSAllergyIntolerance.onsetDate","","","",0,1,"","","","dateTime {[]} {[]}
","When allergy or intolerance was identified","When allergy or intolerance was identified","","MyHealth@EU, ISO IPS","","","","","","","",,,,,"",,,,"EHDSAllergyIntolerance.onsetDate",0,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.endDate","EHDSAllergyIntolerance.endDate","","","",0,1,"","","","dateTime {[]} {[]}
","Date of resolution of the allergy (e.g. when the clinician deemed there is no longer any need to track the underlying condition)","Date of resolution of the allergy (e.g. when the clinician deemed there is no longer any need to track the underlying condition)","","eHN PS Guideline, MyHealth@EU, ISO IPS","","","","","","","",,,,,"",,,,"EHDSAllergyIntolerance.endDate",0,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.reaction","EHDSAllergyIntolerance.reaction","","","",0,*,"","","","Base {[]} {[]}
","Adverse Reaction Events linked to exposure to substance.","Adverse Reaction Events linked to exposure to substance.","","ISO IPS (explicit), implicitly in eHN PS Guideline, MH@EU","","","","","","","",,,,,"",,,,"EHDSAllergyIntolerance.reaction",0,*,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.reaction.agentOrAllergen","EHDSAllergyIntolerance.reaction.agentOrAllergen","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Specific substance or pharmaceutical product considered to be responsible for event","Identification of the specific substance (or pharmaceutical product) considered to be responsible for the 
  Adverse Reaction event. Note: the substance for a specific reaction may be different from the substance identified  as the cause of the risk, but it must be consistent with it.  
  It must be clinically safe to only process the 'code' and ignore the 'reaction.substance'.","","","","","","","","","",,,,,"",,,,"EHDSAllergyIntolerance.reaction.agentOrAllergen",0,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.reaction.manifestation","EHDSAllergyIntolerance.reaction.manifestation","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Description of the clinical manifestation of the allergic reaction. Example: anaphylactic shock, angioedema. (the clinical manifestation also gives information about the severity of the observed reaction).","Description of the clinical manifestation of the allergic reaction. Example: anaphylactic shock, angioedema. (the clinical manifestation also gives information about the severity of the observed reaction).","","The element is present in eHN PS GL, MyHealth@EU specifications and ISO IPS. Element name and description is taken from eHN PS GL. Cardinality in MyHealth@EU for this element, used here, is one manifestation per severity and onset, while the cardinality in FHIR IPS IG allows multiple manifestations per severity and onset.","","","","","","","",,"preferred","ICD-10, SNOMED CT","","",,,,"EHDSAllergyIntolerance.reaction.manifestation",0,*,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.reaction.severity","EHDSAllergyIntolerance.reaction.severity","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Severity of the clinical manifestation of the allergic reaction.","Severity of the clinical manifestation of the allergic reaction.","","The element is present in eHN PS GL, MyHealth@EU specifications and ISO IPS. Element name and description is taken from eHN PS GL.","","","","","","","",,"preferred","SNOMED CT, HL7 reaction event severity","","",,,,"EHDSAllergyIntolerance.reaction.severity",0,1,"",""
"EHDSAllergyIntolerance","EHDSAllergyIntolerance.reaction.onset","EHDSAllergyIntolerance.reaction.onset","","","",0,1,"","","","dateTime {[]} {[]}
","Date and time of the onset of the reaction","Date and time of the onset of the reaction","","The element is present in eHN PS GL. Element name and description is taken from eHN PS GL.","","","","","","","",,,,,"",,,,"EHDSAllergyIntolerance.reaction.onset",0,1,"",""
"EHDSAttachment","EHDSAttachment","EHDSAttachment","","","",0,*,"","","","null {[]} {[]}
","Attachment model","EHDS refined base model for This type is for containing or referencing attachments - additional data content defined in other formats. The most common use of this type is to include images or reports in some report format such as PDF. However, it can be used for any data that has a MIME type.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EHDSAttachment","EHDSAttachment.contentType","EHDSAttachment.contentType","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Mime type of the content, with charset etc.","Mime type of the content, with charset etc.","","","","","","","","","",,"preferred","BCP-13","","",,,,"EHDSAttachment.contentType",0,1,"",""
"EHDSAttachment","EHDSAttachment.language","EHDSAttachment.language","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Human language of the content","Human language of the content","","","","","","","","","",,"preferred","BCP 47","","",,,,"EHDSAttachment.language",0,1,"",""
"EHDSAttachment","EHDSAttachment.data","EHDSAttachment.data","","","",0,1,"","","","base64Binary {[]} {[]}
","The actual data of the attachment - a sequence of bytes, base64 encoded.","The actual data of the attachment - a sequence of bytes, base64 encoded.","","","","","","","","","",,,,,"",,,,"EHDSAttachment.data",0,1,"",""
"EHDSAttachment","EHDSAttachment.url","EHDSAttachment.url","","","",0,1,"","","","uri {[]} {[]}
","A location where the data can be accessed.","A location where the data can be accessed.","","","","","","","","","",,,,,"",,,,"EHDSAttachment.url",0,1,"",""
"EHDSAttachment","EHDSAttachment.size","EHDSAttachment.size","","","",0,1,"","","","integer64 {[]} {[]}
","The number of bytes of data that make up this attachment (before base64 encoding).","The number of bytes of data that make up this attachment (before base64 encoding).","","","","","","","","","",,,,,"",,,,"EHDSAttachment.size",0,1,"",""
"EHDSAttachment","EHDSAttachment.title","EHDSAttachment.title","","","",0,1,"","","","string {[]} {[]}
","A label or set of text to display in place of the data.","A label or set of text to display in place of the data.","","","","","","","","","",,,,,"",,,,"EHDSAttachment.title",0,1,"",""
"EHDSBodyStructure","EHDSBodyStructure","EHDSBodyStructure","","","",0,*,"","","","null {[]} {[]}
","Body structure model","EHDS refined base model for Body structure","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EHDSBodyStructure","EHDSBodyStructure.identifier","EHDSBodyStructure.identifier","","","",0,*,"","","","Identifier {[]} {[]}
","Identifier for this instance of the anatomical structure.","Identifier for this instance of the anatomical structure.","","","","","","","","","",,,,,"",,,,"EHDSBodyStructure.identifier",0,*,"",""
"EHDSBodyStructure","EHDSBodyStructure.morphology","EHDSBodyStructure.morphology","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The kind of structure being represented by the body structure at BodyStructure.location. This can define both normal and abnormal morphologies.","The kind of structure being represented by the body structure at BodyStructure.location. This can define both normal and abnormal morphologies.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSBodyStructure.morphology",0,1,"",""
"EHDSBodyStructure","EHDSBodyStructure.location","EHDSBodyStructure.location","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Body site","Body site","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSBodyStructure.location",0,1,"",""
"EHDSBodyStructure","EHDSBodyStructure.locationQualifier","EHDSBodyStructure.locationQualifier","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Additional qualifier of the body structure (e.g. upper, lower, left side).","Additional qualifier of the body structure (e.g. upper, lower, left side).","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSBodyStructure.locationQualifier",0,*,"",""
"EHDSBodyStructure","EHDSBodyStructure.laterality","EHDSBodyStructure.laterality","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Body structure laterality (e.g. left, right).","Body structure laterality (e.g. left, right).","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSBodyStructure.laterality",0,1,"",""
"EHDSBodyStructure","EHDSBodyStructure.description","EHDSBodyStructure.description","","","",0,1,"","","","string {[]} {[]}
","Textual description of the body structure","Textual description of the body structure","","","","","","","","","",,,,,"",,,,"EHDSBodyStructure.description",0,1,"",""
"EHDSCarePlan","EHDSCarePlan","EHDSCarePlan","","","",0,*,"","","","null {[]} {[]}
","Care plan model","Simplified model for care plan. The model includes minimal information and is not designed to cover the full functionality of care plans. The model is applicable to different domains.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EHDSCarePlan","EHDSCarePlan.header","EHDSCarePlan.header","","","",1,1,"","","","Base {[]} {[]}
","Common header for all patient-related data","Common header for all patient-related data","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header",1,1,"",""
"EHDSCarePlan","EHDSCarePlan.header.subject","EHDSCarePlan.header.subject","","","",1,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatient {[]} {[]}
","The patient whose intended care is described in the plan.","Patient/subject information","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.subject",1,1,"",""
"EHDSCarePlan","EHDSCarePlan.header.identifier","EHDSCarePlan.header.identifier","","","",0,*,"","","","Identifier {[]} {[]}
","Identifier for the care plan","Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries).","","","","","","","","","",,,,,"",,,,"EHDSDataSet.header.identifier",0,*,"",""
