Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-EHDSImagingReportBody.json	23078	11	0	0	0	0	0	15	0	29	0	0	0	0	0	0	0	1	0	0	163	367	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-EHDSImagingReportHeader.json	16830	8	0	0	0	0	0	36	0	25	0	0	0	0	0	0	0	0	0	0	123	328	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSImgCondition.json	1244	2	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	16	80	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSImmunization.json	6624	6	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0	0	53	200	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSInpatientEncounter.json	9865	6	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	78	189	0	0	1	2	0	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryObservation.json	3392	3	0	0	0	0	0	16	0	12	0	0	0	0	0	0	0	1	0	0	67	224	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryReport.json	2381	4	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	33	76	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryReportBody.json	10703	5	0	0	0	0	0	6	0	21	0	0	0	0	0	0	0	0	0	0	106	94	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryReportHeader.json	15380	8	0	0	0	0	0	7	0	29	0	0	0	0	0	0	0	0	0	0	148	154	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSLocation.json	5177	4	1	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	60	73	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSMedia.json	6076	5	0	0	0	0	0	3	0	26	0	0	0	0	0	0	0	0	0	0	72	101	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSMedication.json	16762	7	0	0	0	0	0	8	0	55	0	0	0	0	0	0	0	1	0	0	183	172	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationAdministration.json	7837	6	0	0	0	0	0	3	0	17	0	0	0	0	0	0	0	0	0	0	86	104	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationDispense.json	9337	5	0	0	0	0	0	5	0	13	0	0	0	0	0	0	0	0	0	0	77	96	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationPrescription.json	17716	7	0	0	0	0	0	6	0	20	0	0	0	0	0	0	0	1	0	0	130	183	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSObservation.json	13478	7	0	0	0	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	106	125	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSOrganization.json	3853	3	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0	0	33	73	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSPatient.json	5048	5	0	0	0	0	0	3	0	18	0	0	0	0	0	0	0	0	0	0	64	91	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSPatientSummary.json	1890	3	1	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	20	53	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSPatientSummaryBody.json	21116	8	0	0	0	0	0	11	0	27	0	0	0	0	0	0	0	1	0	0	167	241	0	1	0	4	0	1
fsh-generated/resources/StructureDefinition-EHDSPatientSummaryHeader.json	12824	5	0	0	0	0	0	6	0	16	0	0	0	0	0	0	0	0	0	0	90	131	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSProcedure.json	8382	5	0	0	0	0	0	3	0	14	0	0	0	0	0	0	0	0	0	0	62	122	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSRelatedPerson.json	3753	3	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	31	59	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSReportHeader.json	15678	7	0	0	0	0	0	6	0	22	0	0	0	0	0	0	0	1	0	0	117	150	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSServiceRequest.json	6724	4	0	0	0	0	0	4	0	34	0	0	0	0	0	0	0	0	0	0	47	74	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSSlot.json	912	2	1	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	14	35	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-EHDSSpecimen.json	6115	4	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	50	76	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSSubstance.json	4161	3	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	37	62	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-EHDSTask.json	912	3	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	13	37	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSTelecom.json	2317	3	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	25	47	0	0	0	0	0	0
