Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-EHDSMedicationDispense.json	9406	3	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	155	178	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationPrescription.json	19789	5	0	0	0	0	0	11	0	22	0	0	0	0	0	0	0	0	0	0	297	293	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-EHDSObservation.json	12432	3	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	225	255	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-EHDSOrganization.json	3853	3	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	61	80	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSPatient.json	5048	2	0	0	1	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	77	102	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSProcedure.json	7088	3	1	0	0	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	111	120	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSRelatedPerson.json	3753	2	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	58	79	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSReportHeader.json	15842	5	0	0	0	0	0	15	0	25	0	0	0	0	0	0	0	1	0	0	309	268	0	0	0	10	0	0
fsh-generated/resources/StructureDefinition-EHDSServiceRequest.json	5919	3	0	0	0	0	0	5	0	20	0	0	0	0	0	0	0	0	0	0	83	104	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSSlot.json	912	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	23	49	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSSpecimen.json	5139	3	0	0	0	1	0	5	0	10	0	0	0	0	0	0	0	0	0	0	82	105	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSTask.json	912	1	1	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	24	92	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-EHDSTelecom.json	2333	2	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	51	82	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHNDocumentMetadata.json	3946	2	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	68	97	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-EHNHealthProfessional.json	4063	3	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	64	88	0	1	0	1	0	0
fsh-generated/resources/StructureDefinition-EHNMedication.json	6977	2	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	123	123	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHNMedicationPrescription.json	8549	3	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	134	151	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHNOrganizationModel.json	4626	2	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	71	97	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHNPatient.json	4251	2	1	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	70	101	0	0	0	1	0	0
